"","row","column","cor","p"
"48580","CB_Laurel_CB_Laurel_7","Dehuman_Native_7",0.116,0
"48581","CB_Laurel_CB_Laurel_8","Dehuman_Native_7",-0.054,0.004
"48583","CB_Laurel_CB_Laurel_10","Dehuman_Native_7",0.101,0
"48584","CB_Laurel_CB_Laurel_11","Dehuman_Native_7",0.093,0
"48589","Therms_1","Dehuman_Native_7",0.362,0
"48590","Therms_2","Dehuman_Native_7",0.188,0
"48591","Therms_3","Dehuman_Native_7",0.34,0
"48592","Therms_4","Dehuman_Native_7",0.289,0
"48593","Therms_5","Dehuman_Native_7",0.307,0
"48597","DVTiming_Click.Count","Dehuman_Native_7",0.037,0.048
"48598","DV1_1","Dehuman_Native_7",0.065,0.001
"48599","DV1_2","Dehuman_Native_7",0.038,0.044
"48600","DV1_3","Dehuman_Native_7",0.038,0.044
"48601","DV1_4","Dehuman_Native_7",0.044,0.02
"48602","DV1_5","Dehuman_Native_7",0.107,0
"48603","DV1_6","Dehuman_Native_7",0.141,0
"48604","DV1_7","Dehuman_Native_7",0.144,0
"48605","DV1_8","Dehuman_Native_7",0.195,0
"48606","DV1_9","Dehuman_Native_7",0.175,0
"48607","DV1_10","Dehuman_Native_7",0.139,0
"48608","DV1_11","Dehuman_Native_7",0.118,0
"48609","DV2Timing_First.Click","Dehuman_Native_7",0.042,0.027
"48610","DV2Timing_Last.Click","Dehuman_Native_7",0.049,0.009
"48611","DV2Timing_Page.Submit","Dehuman_Native_7",0.048,0.01
"48613","DV2_Q38_1","Dehuman_Native_7",-0.122,0
"48614","DV2_Q38_2","Dehuman_Native_7",-0.114,0
"48615","DV2_Q38_3","Dehuman_Native_7",-0.119,0
"48616","DV2_Q38_4","Dehuman_Native_7",-0.125,0
"48617","DV2_Q38_5","Dehuman_Native_7",0.164,0
"48618","DV2_Q38_6","Dehuman_Native_7",0.203,0
"48619","DV2_Q38_7","Dehuman_Native_7",0.194,0
"48620","DV2_Q38_8","Dehuman_Native_7",0.187,0
"48621","DV2_Q38_10","Dehuman_Native_7",0.123,0
"48622","DV2_Q38_11","Dehuman_Native_7",0.138,0
"48623","DV2_Q38_12","Dehuman_Native_7",0.159,0
"48624","DV2_DV2_9","Dehuman_Native_7",0.169,0
"48625","DV2_DV2_13","Dehuman_Native_7",0.163,0
"48626","DV2_DV2_14","Dehuman_Native_7",0.172,0
"48631","DV3_Q39_1","Dehuman_Native_7",0.154,0
"48632","DV3_Q39_2","Dehuman_Native_7",0.192,0
"48633","DV3_Q39_4","Dehuman_Native_7",-0.053,0.005
"48634","DV3_Q39_5","Dehuman_Native_7",0.137,0
"48635","DV3_Q39_6","Dehuman_Native_7",0.145,0
"48636","DV3_Q39_7","Dehuman_Native_7",0.152,0
"48637","DV3_Q39_8","Dehuman_Native_7",0.154,0
"48638","DV3_Q39_9","Dehuman_Native_7",0.138,0
"48643","AntiSov_AntiSov_1","Dehuman_Native_7",-0.083,0
"48644","AntiSov_AntiSov_2","Dehuman_Native_7",-0.109,0
"48645","AntiSov_AntiSov_3","Dehuman_Native_7",-0.081,0
"48646","AntiSov_AntiSov_4","Dehuman_Native_7",-0.112,0
"48647","AntiSov_AntiSov_5","Dehuman_Native_7",0.107,0
"48648","AntiSov_AntiSov_6","Dehuman_Native_7",0.175,0
"48649","FamousTiming_First.Click","Dehuman_Native_7",0.075,0
"48650","FamousTiming_Last.Click","Dehuman_Native_7",0.076,0
"48651","FamousTiming_Page.Submit","Dehuman_Native_7",0.074,0
"48657","CloseFriends","Dehuman_Native_7",0.078,0
"48658","CloseFamily","Dehuman_Native_7",0.097,0
"48659","Acquaintances","Dehuman_Native_7",0.044,0.02
"48660","KnowbyName","Dehuman_Native_7",0.075,0
"48666","Speaking","Dehuman_Native_7",-0.057,0.003
"48674","Extended_people","Dehuman_Native_7",0.089,0
"48675","Extended_friends","Dehuman_Native_7",0.09,0
"48676","Extended_family","Dehuman_Native_7",0.077,0
"48678","MediaContactTiming_Last.Click","Dehuman_Native_7",0.04,0.032
"48679","MediaContactTiming_Page.Submit","Dehuman_Native_7",0.051,0.007
"48684","ProductsTiming_Click.Count","Dehuman_Native_7",0.043,0.024
"48691","FanSportTeam","Dehuman_Native_7",0.039,0.039
"48692","Spiritualpractice","Dehuman_Native_7",0.069,0
"48693","NativeClothing","Dehuman_Native_7",0.054,0.004
"48700","Invisibility_Invisibility_2","Dehuman_Native_7",0.116,0
"48701","Invisibility_Invisibility_3","Dehuman_Native_7",0.102,0
"48702","Invisibility_Invisibility_4","Dehuman_Native_7",0.075,0
"48703","Invisibility_Invisibility_5","Dehuman_Native_7",0.047,0.013
"48704","Invisibility_Invisibility_6","Dehuman_Native_7",0.075,0
"48705","Invisibility_Invisibility_7","Dehuman_Native_7",0.104,0
"48706","Invisibility_Invisibility_8","Dehuman_Native_7",0.102,0
"48712","MCP_MCP_2","Dehuman_Native_7",-0.041,0.031
"48715","MCP_MCP_5","Dehuman_Native_7",-0.046,0.015
"48716","MCP_MCP_6","Dehuman_Native_7",0.159,0
"48717","MCP_MCP_7","Dehuman_Native_7",-0.149,0
"48718","MCP_MCP_8","Dehuman_Native_7",0.213,0
"48719","MCP_MCP_9","Dehuman_Native_7",0.209,0
"48720","MCP_MCP_10","Dehuman_Native_7",0.22,0
"48722","RacismMiniTiming_Last.Click","Dehuman_Native_7",0.04,0.036
"48723","RacismMiniTiming_Page.Submit","Dehuman_Native_7",0.04,0.035
"48725","RacismMini_RacismMini_1","Dehuman_Native_7",0.048,0.01
"48726","RacismMini_RacismMini_2","Dehuman_Native_7",0.079,0
"48728","RacismMini_RacismMini_4","Dehuman_Native_7",0.077,0
"48729","RacismMini_RacismMini_5","Dehuman_Native_7",0.094,0
"48730","RacismMini_RacismMini_6","Dehuman_Native_7",0.113,0
"48731","RacismMini_RacismMini_7","Dehuman_Native_7",0.052,0.006
"48733","RacismMini_RacismMini_9","Dehuman_Native_7",-0.041,0.028
"48734","RacismMini_RacismMini_10","Dehuman_Native_7",-0.038,0.042
"48735","Stereotyping_Stereotyping_1","Dehuman_Native_7",0.209,0
"48736","Stereotyping_Stereotyping_2","Dehuman_Native_7",0.212,0
"48737","Stereotyping_Stereotyping_3","Dehuman_Native_7",-0.115,0
"48738","Stereotyping_Stereotyping_4","Dehuman_Native_7",-0.115,0
"48739","Stereotyping_Stereotyping_5","Dehuman_Native_7",0.196,0
"48740","Stereotyping_Stereotyping_6","Dehuman_Native_7",0.168,0
"48741","Stereotyping_Stereotyping_7","Dehuman_Native_7",-0.129,0
"48742","Stereotyping_Stereotyping_8","Dehuman_Native_7",-0.112,0
"48743","Stereotyping_Stereotyping_9","Dehuman_Native_7",0.212,0
"48744","Stereotyping_Stereotyping_10","Dehuman_Native_7",0.242,0
"48745","Stereotyping_Stereotyping_11","Dehuman_Native_7",-0.1,0
"48746","Stereotyping_Stereotyping_12","Dehuman_Native_7",-0.112,0
"48747","Stereotyping_Stereotyping_13","Dehuman_Native_7",-0.049,0.009
"48748","Stereotyping_Stereotyping_14","Dehuman_Native_7",-0.114,0
"48749","Stereotyping_Stereotyping_15","Dehuman_Native_7",0.178,0
"48750","Stereotyping_Stereotyping_17","Dehuman_Native_7",0.221,0
"48751","Stereotyping_Stereotyping_18","Dehuman_Native_7",-0.064,0.001
"48752","Stereotyping_Stereotyping_19","Dehuman_Native_7",-0.067,0
"48753","Stereotyping_Stereotyping_20","Dehuman_Native_7",-0.124,0
"48754","Stereotyping_Stereotyping_21","Dehuman_Native_7",-0.132,0
"48756","Stereotyping_Stereotyping_23","Dehuman_Native_7",0.052,0.006
"48757","Stereotyping_Stereotyping_24","Dehuman_Native_7",-0.098,0
"48758","Stereotyping_Stereotyping_25","Dehuman_Native_7",0.101,0
"48763","CultRacism_CultRacism_1","Dehuman_Native_7",-0.143,0
"48764","CultRacism_CultRacism_2","Dehuman_Native_7",-0.141,0
"48765","CultRacism_CultRacism_3","Dehuman_Native_7",-0.186,0
"48766","CultRacism_CultRacism_4","Dehuman_Native_7",-0.15,0
"48767","CultRacism_CultRacism_5","Dehuman_Native_7",0.183,0
"48768","CultRacism_CultRacism_6","Dehuman_Native_7",0.315,0
"48769","CultRacism_CultRacism_7","Dehuman_Native_7",-0.189,0
"48770","CultRacism_CultRacism_8","Dehuman_Native_7",-0.114,0
"48772","CultRacism_CultRacism_10","Dehuman_Native_7",-0.158,0
"48773","CultRacism_CultRacism_11","Dehuman_Native_7",-0.107,0
"48774","CultRacism_CultRacism_12","Dehuman_Native_7",-0.153,0
"48775","CultRacism_CultRacism_13","Dehuman_Native_7",-0.157,0
"48776","CultRacism_Conflict_1","Dehuman_Native_7",-0.138,0
"48777","CultRacism_Conflict_2","Dehuman_Native_7",-0.11,0
"48778","CultRacism_Conflict_3","Dehuman_Native_7",0.19,0
"48780","KnowledgeTiming_Last.Click","Dehuman_Native_7",0.055,0.003
"48781","KnowledgeTiming_Page.Submit","Dehuman_Native_7",0.054,0.004
"48782","KnowledgeTiming_Click.Count","Dehuman_Native_7",0.043,0.021
"48784","ContempKnow_2","Dehuman_Native_7",-0.052,0.005
"48785","ContempKnow_3","Dehuman_Native_7",-0.051,0.006
"48786","ContempKnow_4","Dehuman_Native_7",-0.079,0
"48789","ContempKnow_7","Dehuman_Native_7",-0.053,0.005
"48790","ContempKnow_8","Dehuman_Native_7",-0.037,0.047
"48791","ContempKnow_9","Dehuman_Native_7",-0.069,0
"48792","ContempKnow_10","Dehuman_Native_7",-0.054,0.004
"48793","HistoricKnow_1","Dehuman_Native_7",-0.045,0.016
"48794","HistoricKnow_2","Dehuman_Native_7",-0.037,0.047
"48796","HistoricKnow_4","Dehuman_Native_7",-0.059,0.002
"48799","HistoricKnow_7","Dehuman_Native_7",-0.051,0.007
"48801","HistoricKnow_9","Dehuman_Native_7",-0.042,0.026
"48803","Dehuman_wht_1","Dehuman_Native_7",0.322,0
"48804","Dehuman_wht_2","Dehuman_Native_7",0.277,0
"48805","Dehuman_wht_3","Dehuman_Native_7",0.289,0
"48806","Dehuman_wht_4","Dehuman_Native_7",0.331,0
"48807","Dehuman_wht_5","Dehuman_Native_7",0.038,0.044
"48808","Dehuman_wht_6","Dehuman_Native_7",0.288,0
"48809","Dehuman_wht_7","Dehuman_Native_7",0.33,0
"48810","Dehuman_wht_8","Dehuman_Native_7",0.167,0
"48811","Dehuman_wht_9","Dehuman_Native_7",0.271,0
"48812","Dehuman_wht_10","Dehuman_Native_7",0.076,0
"48813","Dehuman_wht_11","Dehuman_Native_7",0.057,0.003
"48814","Dehuman_wht_12","Dehuman_Native_7",0.235,0
"48815","Dehuman_wht_13","Dehuman_Native_7",0.324,0
"48816","Dehuman_wht_14","Dehuman_Native_7",0.174,0
"48817","Dehuman_wht_15","Dehuman_Native_7",0.283,0
"48818","Dehuman_wht_16","Dehuman_Native_7",0.041,0.029
"48819","Dehuman_wht_17","Dehuman_Native_7",0.267,0
"48820","Dehuman_wht_18","Dehuman_Native_7",0.186,0
"48821","Dehuman_wht_19","Dehuman_Native_7",0.111,0
"48822","Dehuman_wht_20","Dehuman_Native_7",0.085,0
"48823","Dehuman_Native_1","Dehuman_Native_7",0.609,0
"48824","Dehuman_Native_2","Dehuman_Native_7",0.579,0
"48825","Dehuman_Native_3","Dehuman_Native_7",0.625,0
"48826","Dehuman_Native_4","Dehuman_Native_7",0.691,0
"48827","Dehuman_Native_5","Dehuman_Native_7",-0.085,0
"48828","Dehuman_Native_6","Dehuman_Native_7",0.575,0
"48842","Nationalism_Nationalism_10","Dehuman_Native_8",0.053,0.005
"48847","Nationalism_Nationalism_15","Dehuman_Native_8",0.046,0.014
"48849","EconMobTiming_First.Click","Dehuman_Native_8",0.049,0.01
"48852","EconMobTiming_Click.Count","Dehuman_Native_8",0.04,0.032
"48853","EconMob_EconMob_1","Dehuman_Native_8",0.064,0.001
"48857","EconMob_EconMob_5","Dehuman_Native_8",0.058,0.002
"48858","EconMob_EconMob_6","Dehuman_Native_8",0.046,0.014
"48862","EconMob_EconMob_10","Dehuman_Native_8",0.048,0.01
"48868","MascTiming_Click.Count","Dehuman_Native_8",0.047,0.014
"48869","Masc_Masc_1","Dehuman_Native_8",0.045,0.018
"48870","Masc_Masc_2","Dehuman_Native_8",0.049,0.009
"48873","Masc_Masc_5","Dehuman_Native_8",0.045,0.018
"48874","Masc_Masc_6","Dehuman_Native_8",0.049,0.009
"48880","ColorblindTiming_Click.Count","Dehuman_Native_8",0.039,0.036
"48881","Colorblind_Colorblind_1","Dehuman_Native_8",0.041,0.031
"48887","CB_Laurel_CB_Laurel_2","Dehuman_Native_8",0.039,0.04
"48890","CB_Laurel_CB_Laurel_5","Dehuman_Native_8",0.049,0.01
"48893","CB_Laurel_CB_Laurel_8","Dehuman_Native_8",0.057,0.003
"48894","CB_Laurel_CB_Laurel_9","Dehuman_Native_8",0.052,0.006
"48895","CB_Laurel_CB_Laurel_10","Dehuman_Native_8",0.073,0
"48896","CB_Laurel_CB_Laurel_11","Dehuman_Native_8",0.062,0.001
"48900","ThermsTiming_Click.Count","Dehuman_Native_8",0.047,0.013
"48901","Therms_1","Dehuman_Native_8",0.091,0
"48902","Therms_2","Dehuman_Native_8",0.045,0.018
"48903","Therms_3","Dehuman_Native_8",0.076,0
"48904","Therms_4","Dehuman_Native_8",0.077,0
"48905","Therms_5","Dehuman_Native_8",0.088,0
"48909","DVTiming_Click.Count","Dehuman_Native_8",0.045,0.018
"48910","DV1_1","Dehuman_Native_8",0.047,0.013
"48912","DV1_3","Dehuman_Native_8",0.044,0.02
"48914","DV1_5","Dehuman_Native_8",0.038,0.043
"48915","DV1_6","Dehuman_Native_8",0.044,0.02
"48917","DV1_8","Dehuman_Native_8",0.057,0.003
"48918","DV1_9","Dehuman_Native_8",0.051,0.007
"48919","DV1_10","Dehuman_Native_8",0.039,0.041
"48924","DV2Timing_Click.Count","Dehuman_Native_8",0.047,0.012
"48927","DV2_Q38_3","Dehuman_Native_8",0.038,0.042
"48931","DV2_Q38_7","Dehuman_Native_8",0.044,0.019
"48932","DV2_Q38_8","Dehuman_Native_8",0.039,0.04
"48934","DV2_Q38_11","Dehuman_Native_8",0.047,0.012
"48935","DV2_Q38_12","Dehuman_Native_8",0.039,0.04
"48936","DV2_DV2_9","Dehuman_Native_8",0.048,0.011
"48939","DV3Timing_First.Click","Dehuman_Native_8",-0.043,0.023
"48940","DV3Timing_Last.Click","Dehuman_Native_8",-0.052,0.006
"48941","DV3Timing_Page.Submit","Dehuman_Native_8",-0.052,0.005
"48942","DV3Timing_Click.Count","Dehuman_Native_8",0.041,0.03
"48943","DV3_Q39_1","Dehuman_Native_8",0.049,0.01
"48947","DV3_Q39_6","Dehuman_Native_8",0.038,0.045
"48949","DV3_Q39_8","Dehuman_Native_8",0.043,0.023
"48954","AntiSovTiming_Click.Count","Dehuman_Native_8",0.05,0.009
"48962","FamousTiming_Last.Click","Dehuman_Native_8",0.042,0.027
"48963","FamousTiming_Page.Submit","Dehuman_Native_8",0.04,0.035
"48964","FamousTiming_Click.Count","Dehuman_Native_8",0.058,0.002
"48969","CloseFriends","Dehuman_Native_8",0.089,0
"48972","KnowbyName","Dehuman_Native_8",0.046,0.015
"48978","Speaking","Dehuman_Native_8",-0.06,0.001
"48986","Extended_people","Dehuman_Native_8",0.048,0.014
"48987","Extended_friends","Dehuman_Native_8",0.046,0.017
"48988","Extended_family","Dehuman_Native_8",0.058,0.003
"48990","MediaContactTiming_Last.Click","Dehuman_Native_8",0.042,0.025
"48991","MediaContactTiming_Page.Submit","Dehuman_Native_8",0.047,0.013
"48992","MediaContactTiming_Click.Count","Dehuman_Native_8",0.057,0.002
"48996","ProductsTiming_Click.Count","Dehuman_Native_8",0.048,0.01
"48998","OtherContactTiming_Last.Click","Dehuman_Native_8",-0.037,0.049
"49000","OtherContactTiming_Click.Count","Dehuman_Native_8",0.05,0.007
"49001","PlayedSportTeam","Dehuman_Native_8",0.048,0.012
"49002","CommunitySportTeam","Dehuman_Native_8",0.043,0.023
"49003","FanSportTeam","Dehuman_Native_8",0.048,0.01
"49004","Spiritualpractice","Dehuman_Native_8",0.058,0.002
"49010","InvisTiming_Click.Count","Dehuman_Native_8",0.049,0.01
"49011","Invisibility_Invisibility_1","Dehuman_Native_8",0.056,0.003
"49012","Invisibility_Invisibility_2","Dehuman_Native_8",0.055,0.004
"49013","Invisibility_Invisibility_3","Dehuman_Native_8",0.07,0
"49014","Invisibility_Invisibility_4","Dehuman_Native_8",0.059,0.002
"49015","Invisibility_Invisibility_5","Dehuman_Native_8",0.061,0.001
"49016","Invisibility_Invisibility_6","Dehuman_Native_8",0.066,0
"49017","Invisibility_Invisibility_7","Dehuman_Native_8",0.054,0.004
"49018","Invisibility_Invisibility_8","Dehuman_Native_8",0.043,0.023
"49022","MCPTiming_Click.Count","Dehuman_Native_8",0.054,0.004
"49024","MCP_MCP_2","Dehuman_Native_8",0.047,0.013
"49025","MCP_MCP_3","Dehuman_Native_8",0.069,0
"49026","MCP_MCP_4","Dehuman_Native_8",0.053,0.005
"49027","MCP_MCP_5","Dehuman_Native_8",0.056,0.003
"49028","MCP_MCP_6","Dehuman_Native_8",0.068,0
"49030","MCP_MCP_8","Dehuman_Native_8",0.067,0
"49032","MCP_MCP_10","Dehuman_Native_8",0.058,0.002
"49036","RacismMiniTiming_Click.Count","Dehuman_Native_8",0.05,0.009
"49037","RacismMini_RacismMini_1","Dehuman_Native_8",0.039,0.037
"49039","RacismMini_RacismMini_3","Dehuman_Native_8",0.057,0.002
"49042","RacismMini_RacismMini_6","Dehuman_Native_8",0.043,0.023
"49044","RacismMini_RacismMini_8","Dehuman_Native_8",0.04,0.033
"49046","RacismMini_RacismMini_10","Dehuman_Native_8",0.037,0.047
"49057","Stereotyping_Stereotyping_11","Dehuman_Native_8",0.049,0.009
"49058","Stereotyping_Stereotyping_12","Dehuman_Native_8",0.041,0.03
"49060","Stereotyping_Stereotyping_14","Dehuman_Native_8",0.053,0.005
"49062","Stereotyping_Stereotyping_17","Dehuman_Native_8",0.043,0.022
"49064","Stereotyping_Stereotyping_19","Dehuman_Native_8",0.04,0.036
"49065","Stereotyping_Stereotyping_20","Dehuman_Native_8",0.039,0.037
"49066","Stereotyping_Stereotyping_21","Dehuman_Native_8",0.045,0.017
"49067","Stereotyping_Stereotyping_22","Dehuman_Native_8",0.038,0.043
"49068","Stereotyping_Stereotyping_23","Dehuman_Native_8",0.059,0.002
"49069","Stereotyping_Stereotyping_24","Dehuman_Native_8",0.051,0.007
"49074","CultRacismTiming_Click.Count","Dehuman_Native_8",0.048,0.011
"49078","CultRacism_CultRacism_4","Dehuman_Native_8",0.039,0.039
"49079","CultRacism_CultRacism_5","Dehuman_Native_8",0.037,0.049
"49080","CultRacism_CultRacism_6","Dehuman_Native_8",0.06,0.002
"49085","CultRacism_CultRacism_11","Dehuman_Native_8",0.05,0.008
"49090","CultRacism_Conflict_3","Dehuman_Native_8",0.051,0.007
"49094","KnowledgeTiming_Click.Count","Dehuman_Native_8",0.052,0.006
"49103","ContempKnow_9","Dehuman_Native_8",-0.054,0.004
"49105","HistoricKnow_1","Dehuman_Native_8",-0.047,0.013
"49114","HistoricKnow_10","Dehuman_Native_8",-0.062,0.001
"49115","Dehuman_wht_1","Dehuman_Native_8",0.173,0
"49116","Dehuman_wht_2","Dehuman_Native_8",0.116,0
"49117","Dehuman_wht_3","Dehuman_Native_8",0.17,0
"49118","Dehuman_wht_4","Dehuman_Native_8",0.198,0
"49119","Dehuman_wht_5","Dehuman_Native_8",0.226,0
"49120","Dehuman_wht_6","Dehuman_Native_8",0.184,0
"49121","Dehuman_wht_7","Dehuman_Native_8",0.182,0
"49122","Dehuman_wht_8","Dehuman_Native_8",0.55,0
"49123","Dehuman_wht_9","Dehuman_Native_8",0.243,0
"49124","Dehuman_wht_10","Dehuman_Native_8",0.174,0
"49125","Dehuman_wht_11","Dehuman_Native_8",0.194,0
"49126","Dehuman_wht_12","Dehuman_Native_8",0.248,0
"49127","Dehuman_wht_13","Dehuman_Native_8",0.184,0
"49128","Dehuman_wht_14","Dehuman_Native_8",0.308,0
"49129","Dehuman_wht_15","Dehuman_Native_8",0.187,0
"49130","Dehuman_wht_16","Dehuman_Native_8",0.205,0
"49131","Dehuman_wht_17","Dehuman_Native_8",0.175,0
"49132","Dehuman_wht_18","Dehuman_Native_8",0.281,0
"49133","Dehuman_wht_19","Dehuman_Native_8",0.248,0
"49134","Dehuman_wht_20","Dehuman_Native_8",0.176,0
"49135","Dehuman_Native_1","Dehuman_Native_8",0.208,0
"49136","Dehuman_Native_2","Dehuman_Native_8",0.224,0
"49137","Dehuman_Native_3","Dehuman_Native_8",0.204,0
"49138","Dehuman_Native_4","Dehuman_Native_8",0.224,0
"49139","Dehuman_Native_5","Dehuman_Native_8",0.27,0
"49140","Dehuman_Native_6","Dehuman_Native_8",0.263,0
"49141","Dehuman_Native_7","Dehuman_Native_8",0.219,0
"49145","NationalismTiming_Click.Count","Dehuman_Native_9",0.06,0.001
"49147","Nationalism_Nationalism_2","Dehuman_Native_9",0.066,0
"49150","Nationalism_Nationalism_5","Dehuman_Native_9",0.052,0.005
"49155","Nationalism_Nationalism_10","Dehuman_Native_9",0.065,0.001
"49160","Nationalism_Nationalism_15","Dehuman_Native_9",0.086,0
"49161","Nationalism_Nationalism_16","Dehuman_Native_9",0.072,0
"49165","EconMobTiming_Click.Count","Dehuman_Native_9",0.066,0
"49166","EconMob_EconMob_1","Dehuman_Native_9",0.056,0.003
"49172","EconMob_EconMob_7","Dehuman_Native_9",0.061,0.001
"49173","EconMob_EconMob_8","Dehuman_Native_9",0.058,0.002
"49176","EconMob_EconMob_11","Dehuman_Native_9",0.097,0
"49177","EconMob_EconMob_12","Dehuman_Native_9",0.115,0
"49181","MascTiming_Click.Count","Dehuman_Native_9",0.062,0.001
"49183","Masc_Masc_2","Dehuman_Native_9",-0.045,0.017
"49184","Masc_Masc_3","Dehuman_Native_9",-0.055,0.004
"49185","Masc_Masc_4","Dehuman_Native_9",-0.076,0
"49187","Masc_Masc_6","Dehuman_Native_9",-0.045,0.017
"49188","Masc_Masc_7","Dehuman_Native_9",-0.055,0.004
"49189","Masc_Masc_8","Dehuman_Native_9",-0.076,0
"49193","ColorblindTiming_Click.Count","Dehuman_Native_9",0.069,0
"49194","Colorblind_Colorblind_1","Dehuman_Native_9",0.064,0.001
"49195","Colorblind_Colorblind_2","Dehuman_Native_9",0.065,0.001
"49196","Colorblind_Colorblind_3","Dehuman_Native_9",0.078,0
"49197","Colorblind_Colorblind_4","Dehuman_Native_9",0.085,0
"49198","Colorblind_Colorblind_5","Dehuman_Native_9",0.069,0
"49200","CB_Laurel_CB_Laurel_2","Dehuman_Native_9",0.087,0
"49201","CB_Laurel_CB_Laurel_3","Dehuman_Native_9",0.047,0.013
"49203","CB_Laurel_CB_Laurel_5","Dehuman_Native_9",0.074,0
"49204","CB_Laurel_CB_Laurel_6","Dehuman_Native_9",0.059,0.002
"49205","CB_Laurel_CB_Laurel_7","Dehuman_Native_9",0.072,0
"49208","CB_Laurel_CB_Laurel_10","Dehuman_Native_9",0.077,0
"49209","CB_Laurel_CB_Laurel_11","Dehuman_Native_9",0.093,0
"49213","ThermsTiming_Click.Count","Dehuman_Native_9",0.072,0
"49214","Therms_1","Dehuman_Native_9",0.263,0
"49215","Therms_2","Dehuman_Native_9",0.119,0
"49216","Therms_3","Dehuman_Native_9",0.273,0
"49217","Therms_4","Dehuman_Native_9",0.247,0
"49218","Therms_5","Dehuman_Native_9",0.259,0
"49222","DVTiming_Click.Count","Dehuman_Native_9",0.052,0.006
"49223","DV1_1","Dehuman_Native_9",0.139,0
"49224","DV1_2","Dehuman_Native_9",0.116,0
"49225","DV1_3","Dehuman_Native_9",0.129,0
"49226","DV1_4","Dehuman_Native_9",0.081,0
"49227","DV1_5","Dehuman_Native_9",0.144,0
"49228","DV1_6","Dehuman_Native_9",0.098,0
"49229","DV1_7","Dehuman_Native_9",0.101,0
"49230","DV1_8","Dehuman_Native_9",0.124,0
"49231","DV1_9","Dehuman_Native_9",0.09,0
"49232","DV1_10","Dehuman_Native_9",0.109,0
"49233","DV1_11","Dehuman_Native_9",0.14,0
"49237","DV2Timing_Click.Count","Dehuman_Native_9",0.054,0.004
"49238","DV2_Q38_1","Dehuman_Native_9",-0.086,0
"49239","DV2_Q38_2","Dehuman_Native_9",-0.091,0
"49240","DV2_Q38_3","Dehuman_Native_9",-0.07,0
"49241","DV2_Q38_4","Dehuman_Native_9",-0.068,0
"49242","DV2_Q38_5","Dehuman_Native_9",0.118,0
"49243","DV2_Q38_6","Dehuman_Native_9",0.154,0
"49244","DV2_Q38_7","Dehuman_Native_9",0.134,0
"49245","DV2_Q38_8","Dehuman_Native_9",0.143,0
"49246","DV2_Q38_10","Dehuman_Native_9",0.111,0
"49247","DV2_Q38_11","Dehuman_Native_9",0.124,0
"49248","DV2_Q38_12","Dehuman_Native_9",0.136,0
"49249","DV2_DV2_9","Dehuman_Native_9",0.133,0
"49250","DV2_DV2_13","Dehuman_Native_9",0.112,0
"49251","DV2_DV2_14","Dehuman_Native_9",0.125,0
"49255","DV3Timing_Click.Count","Dehuman_Native_9",0.055,0.003
